VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,TotalSalesPrice,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
2000,SOUTHERN WINE & SPIRITS NE,32508,C Krug Merlot Napa,10.95,15.99,750.0,12,131.4,0.0,0.0,0.0,0.0,19016.59,-131.4,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,8423,Paul Masson Wh Znfdl,4.69,6.99,1500.0,28,131.32,8.0,63.92,1.77,55.93,79528.99,-67.39999999999999,-105.44430538172713,0.2857142857142857,0.4867499238501371
1392,CONSTELLATION BRANDS INC,43673,Blackstone Montry Pnt Grigio,5.47,7.99,750.0,24,131.28,0.0,0.0,0.0,0.0,79528.99,-131.28,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,24995,Roth Est Svgn Bl Alex Vly,5.47,7.99,750.0,24,131.28,0.0,0.0,0.0,0.0,144929.24,-131.28,-inf,0.0,0.0
7255,PSP WINES,24841,Porta 6 Red,5.47,7.99,750.0,24,131.28,0.0,0.0,0.0,0.0,648.71,-131.28,-inf,0.0,0.0
653,STATE WINE & SPIRITS,2810,Bib & Tucker Bourbon,43.74,59.99,750.0,3,131.22,2.0,111.98,1.57,55.99,8014.9800000000005,-19.239999999999995,-17.181639578496156,0.6666666666666666,0.8533760097546106
9552,M S WALKER INC,13123,Colosi Nero D'Avola Sicilia,8.72,12.99,750.0,15,130.8,0.0,0.0,0.0,0.0,55551.82,-130.8,-inf,0.0,0.0
660,SAZERAC NORTH AMERICA INC.,113,Mr Boston Cr de Cacao Brown,4.84,6.49,1000.0,27,130.68,8.0,51.92,8.4,45.43,17932.33,-78.76,-151.6949152542373,0.2962962962962963,0.3973063973063973
1392,CONSTELLATION BRANDS INC,41170,Vendange Chard,2.66,3.99,500.0,49,130.34,0.0,0.0,0.0,0.0,79528.99,-130.34,-inf,0.0,0.0
516,BANFI PRODUCTS CORP,37433,C Y Toro Casillero Carmenere,4.32,9.99,750.0,30,129.60000000000002,8.0,79.92,0.88,59.94,8510.41,-49.68000000000002,-62.16216216216218,0.26666666666666666,0.6166666666666666
3252,E & J GALLO WINERY,6258,Livingston Chablis Blush Ca,8.1,11.99,3000.0,16,129.6,0.0,0.0,0.0,0.0,61966.91,-129.6,-inf,0.0,0.0
9552,M S WALKER INC,26390,Pepperwood Grove Cab Svgn,5.4,7.99,750.0,24,129.6,2.0,15.98,0.22,15.98,55551.82,-113.61999999999999,-711.0137672090111,0.08333333333333333,0.12330246913580248
10754,PERFECTA WINES,16968,Trentadue Znfdl Alex Vly,10.8,16.99,750.0,12,129.6,2.0,33.98,0.22,33.98,28720.52,-95.62,-281.400824014126,0.16666666666666666,0.26219135802469135
4425,MARTIGNETTI COMPANIES,239,Vincent Van Gogh Espresso V,21.53,27.99,750.0,6,129.18,0.0,0.0,0.0,0.0,144929.24,-129.18,-inf,0.0,0.0
5992,MCCORMICK DISTILLING CO,601,McCormick Vodka,5.38,6.99,1000.0,24,129.12,18.0,125.82000000000001,18.900000000000002,76.89,1567.85,-3.299999999999997,-2.6227944682880278,0.75,0.9744423791821561
4848,LAIRD & CO,33331,Moletto Prosecco Della Marc,10.73,15.99,750.0,12,128.76,0.0,0.0,0.0,0.0,1043.69,-128.76,-inf,0.0,0.0
660,SAZERAC NORTH AMERICA INC.,109,Mr Boston Blue Curacao,4.95,6.49,1000.0,26,128.7,7.0,45.43,7.3500000000000005,38.94,17932.33,-83.26999999999998,-183.2929782082324,0.2692307692307692,0.352991452991453
9165,ULTRA BEVERAGE COMPANY LLP,15970,Alexana Revana Vyd Pnt Nr,21.42,32.99,750.0,6,128.52,0.0,0.0,0.0,0.0,68054.7,-128.52,-inf,0.0,0.0
11567,CAMPARI AMERICA,4007,Averna Amaro,21.42,29.99,750.0,6,128.52,1.0,29.99,0.79,29.99,20964.81,-98.53000000000002,-328.54284761587206,0.16666666666666666,0.23334889511360096
4425,MARTIGNETTI COMPANIES,25005,Volpaia Chianti Clsco,11.68,17.99,750.0,11,128.48,0.0,0.0,0.0,0.0,144929.24,-128.48,-inf,0.0,0.0
8892,TRINCHERO FAMILY ESTATES,25039,Sutter Home Svgn Bl,5.34,9.99,1500.0,24,128.16,2.0,19.98,0.44,19.98,11595.97,-108.17999999999999,-541.4414414414414,0.08333333333333333,0.1558988764044944
9819,TREASURY WINE ESTATES,42663,Beringer Fndr Est Pnt Grigio,5.8,8.99,750.0,22,127.6,6.0,71.94,0.68,11.99,14836.57,-55.66,-77.37003058103976,0.2727272727272727,0.5637931034482758
5992,MCCORMICK DISTILLING CO,978,Ron Rio Silver Rum,5.3,6.99,1000.0,24,127.2,49.0,342.51,51.45,83.88,1567.85,215.31,62.86239817815539,2.0416666666666665,2.692688679245283
9165,ULTRA BEVERAGE COMPANY LLP,10621,Righetti Campolieti Valpo,11.56,16.99,750.0,11,127.16,0.0,0.0,0.0,0.0,68054.7,-127.16,-inf,0.0,0.0
9552,M S WALKER INC,14652,Cambria Katherine Vyd Chard,10.59,15.99,750.0,12,127.08,0.0,0.0,0.0,0.0,55551.82,-127.08,-inf,0.0,0.0
90057,WALPOLE MTN VIEW WINERY,24938,NH Barnett Hill Dry White,10.59,15.99,750.0,12,127.08,2.0,31.98,0.22,31.98,46.74,-95.1,-297.37335834896805,0.16666666666666666,0.2516525023607177
4425,MARTIGNETTI COMPANIES,39681,Jaume Serra Cristalino Brut,2.64,3.99,187.0,48,126.72,0.0,0.0,0.0,0.0,144929.24,-126.72,-inf,0.0,0.0
7245,PROXIMO SPIRITS INC.,8453,1800 Silver Tequila,2.11,2.79,50.0,60,126.6,0.0,0.0,0.0,0.0,38994.78,-126.6,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,38635,Cesari Mara Vino di Ripasso,11.48,17.99,750.0,11,126.28,0.0,0.0,0.0,0.0,68054.7,-126.28,-inf,0.0,0.0
653,STATE WINE & SPIRITS,11306,Clos LaChance Cab Svgn,10.52,15.99,750.0,12,126.24,0.0,0.0,0.0,0.0,8014.9800000000005,-126.24,-inf,0.0,0.0
653,STATE WINE & SPIRITS,19935,Cielo Pnt Grigio,5.26,7.99,750.0,24,126.24,16.0,127.84,1.8,15.98,8014.9800000000005,1.6000000000000085,1.2515644555694685,0.6666666666666666,1.0126742712294043
4425,MARTIGNETTI COMPANIES,33579,Tommasi Valpo Clsc Supr Rafl,10.52,15.99,750.0,12,126.24,8.0,135.92,0.89,67.96,144929.24,9.679999999999993,7.121836374337841,0.6666666666666666,1.076679340937896
4425,MARTIGNETTI COMPANIES,40621,Santa Margherita Prosecco V,10.52,17.99,750.0,12,126.24,4.0,63.96,0.44,63.96,144929.24,-62.279999999999994,-97.3733583489681,0.3333333333333333,0.5066539923954373
9165,ULTRA BEVERAGE COMPANY LLP,13981,Alverdi Pnt Grigio,5.26,8.99,750.0,24,126.24,0.0,0.0,0.0,0.0,68054.7,-126.24,-inf,0.0,0.0
17035,PERNOD RICARD USA,40055,Campo Viejo Gran RSV Rioja,10.52,18.99,750.0,12,126.24,3.0,50.97,0.33,33.98,123780.22,-75.27,-147.67510300176573,0.25,0.40375475285171103
1392,CONSTELLATION BRANDS INC,13899,Hogue Genesis Meritage,10.45,15.99,750.0,12,125.4,1.0,17.99,0.11,17.99,79528.99,-107.41000000000001,-597.0539188438022,0.08333333333333333,0.1434609250398724
4692,KOBRAND CORPORATION,7265,Taylor Fladgate LBV Port,10.45,16.99,750.0,12,125.4,4.0,63.96,0.44,63.96,9139.38,-61.440000000000005,-96.06003752345217,0.3333333333333333,0.5100478468899521
10754,PERFECTA WINES,10164,Andre Bourgogne Pnt Nr RSV,10.45,15.99,750.0,12,125.4,0.0,0.0,0.0,0.0,28720.52,-125.4,-inf,0.0,0.0
90017,THE IMPORTED GRAPE LLC,10870,Bouza Tannat Las Violetas,10.45,18.99,750.0,12,125.4,0.0,0.0,0.0,0.0,80.03,-125.4,-inf,0.0,0.0
3252,E & J GALLO WINERY,31873,Peter Vella Cab Svgn Cal B/B,10.45,15.99,5000.0,12,125.39999999999999,0.0,0.0,0.0,0.0,61966.91,-125.39999999999999,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,39631,Red Truck Cal,5.44,10.99,750.0,23,125.12,5.0,44.95,0.55,35.96,144929.24,-80.17,-178.35372636262514,0.21739130434782608,0.3592551150895141
90024,VINILANDIA USA,44734,Casa Liliana Good Pnt Grg,5.44,10.99,750.0,23,125.12,18.0,143.82,1.99,111.86,2802.64,18.69999999999999,13.002364066193847,0.782608695652174,1.1494565217391304
3960,DIAGEO NORTH AMERICA INC,485,Seagrams 7 Crown,10.39,12.99,1000.0,12,124.68,30.0,389.7,31.5,142.89000000000001,257032.07,265.02,68.00615858352579,2.5,3.125601539942252
1392,CONSTELLATION BRANDS INC,7413,Manischewitz Blackberry Kshr,5.19,8.99,1500.0,24,124.56,5.0,43.95,1.1,43.95,79528.99,-80.61,-183.41296928327642,0.20833333333333334,0.35284200385356457
1392,CONSTELLATION BRANDS INC,27911,Ruffino Chianti Clsc Santdam,10.38,15.99,750.0,12,124.56,0.0,0.0,0.0,0.0,79528.99,-124.56,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,36749,Framboise Pacific Rim Infusn,10.38,15.99,375.0,12,124.56,0.0,0.0,0.0,0.0,68054.7,-124.56,-inf,0.0,0.0
9815,WINE GROUP INC,10175,Big House Birdman Pnt Grigio,5.19,7.99,750.0,24,124.56,0.0,0.0,0.0,0.0,27100.41,-124.56,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,370,Finlandia Vodka,10.36,13.99,1000.0,12,124.32,0.0,0.0,0.0,0.0,68601.68,-124.32,-inf,0.0,0.0
653,STATE WINE & SPIRITS,9115,Caffo Limoncino Dell'l Sola,10.35,16.99,750.0,12,124.2,4.0,57.96,3.1500000000000004,43.47,8014.9800000000005,-66.24000000000001,-114.2857142857143,0.3333333333333333,0.4666666666666667
7153,PINE STATE TRADING CO,17617,Nostor Tinto Priorat,10.34,15.99,750.0,12,124.08,3.0,47.97,0.34,15.99,15884.82,-76.11,-158.66166353971232,0.25,0.386605415860735
9815,WINE GROUP INC,21307,Chloe Chard,10.34,14.99,750.0,12,124.08,0.0,0.0,0.0,0.0,27100.41,-124.08,-inf,0.0,0.0
10754,PERFECTA WINES,21364,La Caplana Gavi di Gavi,10.34,14.99,750.0,12,124.08,0.0,0.0,0.0,0.0,28720.52,-124.08,-inf,0.0,0.0
2561,EDRINGTON AMERICAS,2946,Highland Park 15 Yr Old,62.01,89.99,750.0,2,124.02,1.0,89.99,0.79,89.99,9654.5,-34.03,-37.81531281253473,0.5,0.725608772778584
3960,DIAGEO NORTH AMERICA INC,3672,Shady Fruit Real Ruby Red Gr,8.26,11.99,750.0,15,123.9,7.0,76.93,5.52,54.95,257032.07,-46.97,-61.05550500454958,0.4666666666666667,0.6209039548022599
9744,FREDERICK WILDMAN & SONS,19518,Hugel Riesling,10.32,19.99,750.0,12,123.84,0.0,0.0,0.0,0.0,3999.93,-123.84,-inf,0.0,0.0
10754,PERFECTA WINES,24800,The Pinot Project Pnt Grigio,10.32,15.99,750.0,12,123.84,0.0,0.0,0.0,0.0,28720.52,-123.84,-inf,0.0,0.0
90024,VINILANDIA USA,10469,Easton Svgn Bl Sierra Foothl,10.32,15.99,750.0,12,123.84,5.0,84.94999999999999,0.55,67.96,2802.64,-38.890000000000015,-45.77987051206595,0.4166666666666667,0.6859657622739017
11567,CAMPARI AMERICA,3928,Barcraft Watermelon Fresca V,9.52,15.99,750.0,13,123.76,4.0,47.96,3.1500000000000004,35.97,20964.81,-75.80000000000001,-158.04837364470393,0.3076923076923077,0.38752424046541695
9552,M S WALKER INC,26391,Pepperwood Grove Chard,5.15,7.99,750.0,24,123.6,7.0,55.93,0.77,31.96,55551.82,-67.66999999999999,-120.9905238691221,0.2916666666666667,0.4525080906148867
4425,MARTIGNETTI COMPANIES,34123,Freixenet Cordon Negro Brut,2.57,3.99,187.0,48,123.36,0.0,0.0,0.0,0.0,144929.24,-123.36,-inf,0.0,0.0
9815,WINE GROUP INC,10283,M D 20/20 Orange Jubilee,2.57,3.99,750.0,48,123.36,12.0,47.88,1.35,3.99,27100.41,-75.47999999999999,-157.64411027568917,0.25,0.38813229571984437
7153,PINE STATE TRADING CO,25262,Ziobaffa Organic Tuscan Red,10.27,14.99,750.0,12,123.24,0.0,0.0,0.0,0.0,15884.82,-123.24,-inf,0.0,0.0
90046,CANDIA VINEYARDS,18533,Candia Vyds Diamond,10.27,14.99,750.0,12,123.24,0.0,0.0,0.0,0.0,194.13,-123.24,-inf,0.0,0.0
10754,PERFECTA WINES,42934,Valckenberg Dornfelder,8.21,11.99,750.0,15,123.14999999999999,0.0,0.0,0.0,0.0,28720.52,-123.14999999999999,-inf,0.0,0.0
10754,PERFECTA WINES,4148,Fattoria de Limone,12.3,22.99,750.0,10,123.0,1.0,15.99,0.79,15.99,28720.52,-107.01,-669.2307692307693,0.1,0.13
1392,CONSTELLATION BRANDS INC,40483,Drylands Svgn Bl Marlboro,10.2,14.99,750.0,12,122.4,0.0,0.0,0.0,0.0,79528.99,-122.4,-inf,0.0,0.0
3252,E & J GALLO WINERY,23025,Carlo Rossi Red Sangria Cal,10.2,14.99,4000.0,12,122.4,3.0,44.97,1.7999999999999998,44.97,61966.91,-77.43,-172.1814543028686,0.25,0.3674019607843137
9552,M S WALKER INC,38952,Nora Albarino Rias Baixas,10.2,14.99,750.0,12,122.4,0.0,0.0,0.0,0.0,55551.82,-122.4,-inf,0.0,0.0
9552,M S WALKER INC,43027,Monsanto Monrosso Chianti,10.2,14.99,750.0,12,122.4,0.0,0.0,0.0,0.0,55551.82,-122.4,-inf,0.0,0.0
10000,MAJESTIC FINE WINES,21367,KJ Est 12 Chard Camelot High,20.4,29.99,750.0,6,122.4,0.0,0.0,0.0,0.0,17587.59,-122.4,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,19160,Tommasi Tenuta Filo Prosecco,10.13,15.99,750.0,12,121.56,1.0,16.99,0.11,16.99,144929.24,-104.57000000000001,-615.4796939376104,0.08333333333333333,0.1397663705166173
9552,M S WALKER INC,23066,Toad Hollow Risque Sparkling,10.13,16.99,750.0,12,121.56,0.0,0.0,0.0,0.0,55551.82,-121.56,-inf,0.0,0.0
10754,PERFECTA WINES,24593,Bodegas La Cartuja Priorat,10.13,19.99,750.0,12,121.56,0.0,0.0,0.0,0.0,28720.52,-121.56,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,33767,Sensi Chianti DOCG,7.14,11.99,750.0,17,121.38,0.0,0.0,0.0,0.0,144929.24,-121.38,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,25739,Stemmari Pnt Grigio,5.51,7.99,750.0,22,121.22,0.0,0.0,0.0,0.0,68054.7,-121.22,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,869,DeKuyper Anisette,7.57,9.99,1000.0,16,121.12,4.0,39.96,4.2,39.96,123880.97,-81.16,-203.1031031031031,0.25,0.3299207397622193
9165,ULTRA BEVERAGE COMPANY LLP,17507,Rainstorm Pnt Nr,9.99,15.99,750.0,12,119.88,0.0,0.0,0.0,0.0,68054.7,-119.88,-inf,0.0,0.0
6785,PALM BAY INTERNATIONAL INC,41759,Blue Fish Pfalz Rsl,5.44,7.99,750.0,22,119.68,0.0,0.0,0.0,0.0,13605.41,-119.68,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,6357,Taylor Golden Sherry,9.2,13.99,3000.0,13,119.6,9.0,125.91,4.05,83.94,79528.99,6.310000000000002,5.0115161623381805,0.6923076923076923,1.0527591973244148
1128,BROWN-FORMAN CORP,13278,Sonoma-Cutrer Pnt Nr,19.86,29.99,750.0,6,119.16,0.0,0.0,0.0,0.0,68601.68,-119.16,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,23168,Blanc de Bleu Mousseux Brut,9.93,15.99,750.0,12,119.16,0.0,0.0,0.0,0.0,144929.24,-119.16,-inf,0.0,0.0
10754,PERFECTA WINES,34388,Kesselstatt Rsl RK QbA Mosel,9.93,16.99,750.0,12,119.16,0.0,0.0,0.0,0.0,28720.52,-119.16,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,536,Svedka Cherry Vodka,9.92,12.99,1000.0,12,119.04,0.0,0.0,0.0,0.0,79528.99,-119.04,-inf,0.0,0.0
9815,WINE GROUP INC,14280,Cupcake Shiraz,4.96,8.99,750.0,24,119.04,13.0,116.87,1.43,98.89,27100.41,-2.1700000000000017,-1.8567639257294444,0.5416666666666666,0.9817708333333334
9815,WINE GROUP INC,21375,10 Span Cab Svgn CC,4.96,7.49,750.0,24,119.04,0.0,0.0,0.0,0.0,27100.41,-119.04,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,26462,Ravenswood Znfdl Sonoma,10.8,18.99,750.0,11,118.8,13.0,220.86999999999998,1.45,118.92999999999999,79528.99,102.06999999999998,46.21270430570018,1.1818181818181819,1.859175084175084
3252,E & J GALLO WINERY,25958,DarkHorse Rose,5.4,7.99,750.0,22,118.8,0.0,0.0,0.0,0.0,61966.91,-118.8,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,7995,Patron Reposado Tequila,4.95,6.49,50.0,24,118.8,5.0,32.45,0.26,12.98,68054.7,-86.35,-266.1016949152542,0.20833333333333334,0.2731481481481482
9165,ULTRA BEVERAGE COMPANY LLP,4317,Pyrat XO Reserve Rum,23.73,34.99,750.0,5,118.65,3.0,104.97,2.37,104.97,68054.7,-13.680000000000007,-13.03229494141184,0.6,0.8847029077117572
660,SAZERAC NORTH AMERICA INC.,775,Barton Light Rum,4.56,6.29,1000.0,26,118.56,0.0,0.0,0.0,0.0,17932.33,-118.56,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,37827,Yellow Tail Shiraz/Cab Ausl,5.15,7.99,750.0,23,118.44999999999999,23.0,183.77,2.56,79.9,144929.24,65.32000000000002,35.544430538172726,1.0,1.551456310679612
4425,MARTIGNETTI COMPANIES,20409,NxNW Red Columbia Valley,9.86,14.99,750.0,12,118.32,0.0,0.0,0.0,0.0,144929.24,-118.32,-inf,0.0,0.0
9552,M S WALKER INC,23991,Martin Ray 14 Rose of Pnt Nr,9.86,14.99,750.0,12,118.32,4.0,59.96,0.44,44.97,55551.82,-58.35999999999999,-97.3315543695797,0.3333333333333333,0.5067613252197432
10754,PERFECTA WINES,12656,Merriam Vyds Miktos Red,23.64,37.99,750.0,5,118.2,1.0,49.99,0.11,49.99,28720.52,-68.21000000000001,-136.4472894578916,0.2,0.422927241962775
1392,CONSTELLATION BRANDS INC,780,Svedka Clementine Vodka,9.84,12.99,1000.0,12,118.08,0.0,0.0,0.0,0.0,79528.99,-118.08,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,17146,Honeymaker Dry Mead,9.08,14.99,750.0,13,118.03999999999999,2.0,29.98,0.22,29.98,68054.7,-88.05999999999999,-293.7291527685123,0.15384615384615385,0.253981701118265
7153,PINE STATE TRADING CO,11199,Carpene Malvolti Prosecco,9.8,14.99,750.0,12,117.6,1.0,17.99,0.11,17.99,15884.82,-99.61,-553.6964980544748,0.08333333333333333,0.15297619047619046
10754,PERFECTA WINES,18741,Ca'Momi Pinot Noir Napa Vall,9.8,17.99,750.0,12,117.6,0.0,0.0,0.0,0.0,28720.52,-117.6,-inf,0.0,0.0
9819,TREASURY WINE ESTATES,40240,Beringer Classic Wh Zin Spkl,5.33,9.99,750.0,22,117.25999999999999,8.0,63.92,0.88,55.93,14836.57,-53.33999999999999,-83.44806007509385,0.36363636363636365,0.5451134231622037
4425,MARTIGNETTI COMPANIES,11227,Girard Svgn Bl Napa Vly,9.73,16.99,750.0,12,116.76,3.0,47.97,0.33,31.98,144929.24,-68.79,-143.4021263289556,0.25,0.4108427543679342
9552,M S WALKER INC,20781,Steele Clear Lake Merlot Cty,9.73,17.99,750.0,12,116.76,1.0,14.99,0.11,14.99,55551.82,-101.77000000000001,-678.9192795196798,0.08333333333333333,0.12838300787941076
9552,M S WALKER INC,40213,Gramona Gessami Penedes,9.73,16.99,750.0,12,116.76,4.0,59.96,0.45,14.99,55551.82,-56.800000000000004,-94.72981987991996,0.3333333333333333,0.513532031517643
172662,SWEETWATER FARM,4215,Kingfish Silver Rum,19.4,25.99,750.0,6,116.4,0.0,0.0,0.0,0.0,178.34,-116.4,-inf,0.0,0.0
7153,PINE STATE TRADING CO,34137,Fat Bastard Chard,6.84,10.99,750.0,17,116.28,13.0,142.87,1.44,87.92,15884.82,26.590000000000003,18.611324980751736,0.7647058823529411,1.2286721706226351
6213,MHW LTD,828,Bols Sloe Gin,7.74,9.99,1000.0,15,116.1,0.0,0.0,0.0,0.0,9621.58,-116.1,-inf,0.0,0.0
90024,VINILANDIA USA,24591,Dominios Ribera del Duero Cr,9.67,14.99,750.0,12,116.04,1.0,14.99,0.11,14.99,2802.64,-101.05000000000001,-674.1160773849233,0.08333333333333333,0.12917959324370906
1392,CONSTELLATION BRANDS INC,46628,Paso Creek Cab Svgn,9.65,13.99,750.0,12,115.8,6.0,83.94,0.67,55.96,79528.99,-31.86,-37.95568263045032,0.5,0.7248704663212435
9819,TREASURY WINE ESTATES,22757,Black Opal Cshmre Cab/Merlot,4.82,6.99,750.0,24,115.68,1.0,9.99,0.11,9.99,14836.57,-105.69000000000001,-1057.957957957958,0.041666666666666664,0.08635892116182572
12546,JIM BEAM BRANDS COMPANY,4044,Calico Jack Mango Rum,9.62,12.99,1750.0,12,115.44,23.0,283.77,42.27,210.33,123880.97,168.32999999999998,59.31916693096522,1.9166666666666667,2.458160083160083
3924,HEAVEN HILL DISTILLERIES,3905,Deep Eddy Vodka,19.22,24.99,1750.0,6,115.32,0.0,0.0,0.0,0.0,14069.87,-115.32,-inf,0.0,0.0
3252,E & J GALLO WINERY,15550,Talbott Pnt Nr Santa Lucia,19.2,28.99,750.0,6,115.2,0.0,0.0,0.0,0.0,61966.91,-115.2,-inf,0.0,0.0
7153,PINE STATE TRADING CO,11771,Palagetto Sottobosco Rosso,19.17,29.99,750.0,6,115.02,0.0,0.0,0.0,0.0,15884.82,-115.02,-inf,0.0,0.0
7153,PINE STATE TRADING CO,12963,Redtree Pnt Nr,4.79,8.99,750.0,24,114.96,0.0,0.0,0.0,0.0,15884.82,-114.96,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,21615,Moonstone Coc Lemongras Sake,4.79,6.99,300.0,24,114.96,0.0,0.0,0.0,0.0,68054.7,-114.96,-inf,0.0,0.0
9552,M S WALKER INC,12339,Volver Tempranillo,9.58,15.99,750.0,12,114.96,0.0,0.0,0.0,0.0,55551.82,-114.96,-inf,0.0,0.0
90024,VINILANDIA USA,20552,Cafaggio Basilica Chianti Cl,9.58,13.99,750.0,12,114.96,5.0,74.95,0.55,74.95,2802.64,-40.00999999999999,-53.382254836557685,0.4166666666666667,0.6519659011830202
1392,CONSTELLATION BRANDS INC,779,Svedka Raspberry Vodka,9.55,12.99,1000.0,12,114.6,0.0,0.0,0.0,0.0,79528.99,-114.6,-inf,0.0,0.0
90024,VINILANDIA USA,46298,Intorcia Marsala Sweet,8.16,11.99,1000.0,14,114.24000000000001,8.0,95.92,1.2,71.94,2802.64,-18.320000000000007,-19.099249374478738,0.5714285714285714,0.8396358543417366
3252,E & J GALLO WINERY,7458,New Amsterdam Citron Vodka,9.52,11.99,1000.0,12,114.24,0.0,0.0,0.0,0.0,61966.91,-114.24,-inf,0.0,0.0
10754,PERFECTA WINES,23966,Nortico Alvarinho,9.52,13.99,750.0,12,114.24,0.0,0.0,0.0,0.0,28720.52,-114.24,-inf,0.0,0.0
12331,STELLAR IMPORTING CO LLC,18167,Lyrarakis Okto Syrah Blend,9.52,15.99,750.0,12,114.24,0.0,0.0,0.0,0.0,119.23,-114.24,-inf,0.0,0.0
9552,M S WALKER INC,38473,Adelsheim Pnt Gris Ore,10.38,15.99,750.0,11,114.18,5.0,79.95,0.55,63.96,55551.82,-34.230000000000004,-42.81425891181989,0.45454545454545453,0.7002101944298476
10754,PERFECTA WINES,43791,Oakhurst Happy Camper Merlot,4.73,10.99,750.0,24,113.52,0.0,0.0,0.0,0.0,28720.52,-113.52,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,16165,Garnet Pnt Nr Monterey Cnty,9.45,15.99,750.0,12,113.4,1.0,18.99,0.11,18.99,144929.24,-94.41000000000001,-497.15639810426546,0.08333333333333333,0.16746031746031745
8320,SHAW ROSS INT L IMP LTD,8728,Blue Nun Authentic White,9.45,15.99,1500.0,12,113.4,14.0,195.86,3.13,83.94,3151.92,82.46000000000001,42.101501072194424,1.1666666666666667,1.7271604938271605
9552,M S WALKER INC,13767,Catena Vista Flores Malbec,9.45,13.99,750.0,12,113.4,0.0,0.0,0.0,0.0,55551.82,-113.4,-inf,0.0,0.0
10754,PERFECTA WINES,19577,Forma de Art Red,9.45,14.99,750.0,12,113.4,0.0,0.0,0.0,0.0,28720.52,-113.4,-inf,0.0,0.0
90024,VINILANDIA USA,44921,Quinta do Crasto Douro Rd,9.45,15.99,750.0,12,113.4,2.0,33.98,0.22,33.98,2802.64,-79.42000000000002,-233.72572101236025,0.16666666666666666,0.29964726631393296
480,BACARDI USA INC,5317,B & B Liqueur Dom,2.46,3.29,50.0,46,113.16,26.0,85.53999999999999,1.34,46.06,89286.27,-27.620000000000005,-32.28898760813655,0.5652173913043478,0.755920820077766
3252,E & J GALLO WINERY,31500,Barefoot Wh Znfdl Cal,3.22,6.29,750.0,35,112.7,6.0,37.74,0.66,25.16,61966.91,-74.96000000000001,-198.62215156332806,0.17142857142857143,0.33487133984028394
4425,MARTIGNETTI COMPANIES,29469,Round Hill Merlot Cal,9.39,13.99,1500.0,12,112.68,0.0,0.0,0.0,0.0,144929.24,-112.68,-inf,0.0,0.0
9552,M S WALKER INC,46554,Atteca Garnacha Old Vines,9.39,13.99,750.0,12,112.68,0.0,0.0,0.0,0.0,55551.82,-112.68,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,799,Svedka Colada Vodka,10.23,12.99,1000.0,11,112.53,0.0,0.0,0.0,0.0,79528.99,-112.53,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,40456,Moschofilero Boutari Mantnia,9.33,13.99,750.0,12,111.96,0.0,0.0,0.0,0.0,144929.24,-111.96,-inf,0.0,0.0
10754,PERFECTA WINES,17186,Columna Albarino,9.33,13.99,750.0,12,111.96,0.0,0.0,0.0,0.0,28720.52,-111.96,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,25622,Forest Glen Chard,5.33,10.99,750.0,21,111.93,0.0,0.0,0.0,0.0,144929.24,-111.93,-inf,0.0,0.0
1655,FABRIZIA SPIRITS LLC,4178,Fabrizia Limoncello,7.46,10.99,375.0,15,111.89999999999999,4.0,39.96,1.56,39.96,1824.89,-71.94,-180.03003003003002,0.26666666666666666,0.3571045576407507
1392,CONSTELLATION BRANDS INC,21325,Kim Crawford Pnt Gr Homstead,18.61,26.99,750.0,6,111.66,0.0,0.0,0.0,0.0,79528.99,-111.66,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,1399,Jim Beam Signature Craft,27.81,36.99,750.0,4,111.24,2.0,73.98,1.58,73.98,123880.97,-37.25999999999999,-50.36496350364962,0.5,0.6650485436893204
4425,MARTIGNETTI COMPANIES,35607,Castle Rock Merlot Cal,4.63,9.99,750.0,24,111.12,3.0,32.97,0.33,21.98,144929.24,-78.15,-237.03366696997273,0.125,0.29670626349892004
