VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,TotalSalesPrice,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
9165,ULTRA BEVERAGE COMPANY LLP,16725,Moonstone Asian Pear Sake,4.63,6.99,300.0,24,111.12,0.0,0.0,0.0,0.0,68054.7,-111.12,-inf,0.0,0.0
9552,M S WALKER INC,39974,Loimer Lois Gruner Veltliner,9.26,13.99,750.0,12,111.12,0.0,0.0,0.0,0.0,55551.82,-111.12,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,2988,Sauza 901 Silver Tequila,18.51,24.99,750.0,6,111.06,3.0,74.97,2.37,74.97,123880.97,-36.09,-48.13925570228092,0.5,0.6750405186385737
12546,JIM BEAM BRANDS COMPANY,8708,Kamchatka Vodka,4.62,6.29,1000.0,24,110.88,0.0,0.0,0.0,0.0,123880.97,-110.88,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,32138,Bonterra Merlot Organic Mndc,9.2,13.99,750.0,12,110.4,1.0,13.99,0.11,13.99,68054.7,-96.41000000000001,-689.1350964974982,0.08333333333333333,0.1267210144927536
10754,PERFECTA WINES,19963,Penya Rouge Vin d Pays,9.2,13.99,750.0,12,110.4,0.0,0.0,0.0,0.0,28720.52,-110.4,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,4126,Brinley Shipwreck Mango Rum,18.37,24.99,750.0,6,110.22,0.0,0.0,0.0,0.0,68054.7,-110.22,-inf,0.0,0.0
90024,VINILANDIA USA,17957,Bluebird Pinot Noir,9.14,15.99,750.0,12,109.68,1.0,15.99,0.11,15.99,2802.64,-93.69000000000001,-585.9287054409007,0.08333333333333333,0.14578774617067833
480,BACARDI USA INC,743,Angels Envy Whiskey,36.5,45.99,750.0,3,109.5,7.0,349.93,5.51,199.96,89286.27,240.43,68.70802731974966,2.3333333333333335,3.1957077625570776
10754,PERFECTA WINES,24768,Vinsacro Rioja,10.95,15.99,750.0,10,109.5,24.0,383.76,2.69,143.91,28720.52,274.26,71.4665415884928,2.4,3.5046575342465753
7153,PINE STATE TRADING CO,12507,Piazzo Barbaresco,18.24,29.99,750.0,6,109.44,0.0,0.0,0.0,0.0,15884.82,-109.44,-inf,0.0,0.0
3252,E & J GALLO WINERY,15266,The Naked Grape Chard,4.54,6.99,750.0,24,108.96,6.0,41.94,0.66,27.96,61966.91,-67.02,-159.7997138769671,0.25,0.3849118942731278
3252,E & J GALLO WINERY,33148,Alamos Ridge Chard Mendoza,4.54,9.99,750.0,24,108.96,12.0,119.88000000000001,1.34,29.97,61966.91,10.920000000000016,9.109109109109122,0.5,1.1002202643171808
6785,PALM BAY INTERNATIONAL INC,34060,Cavit Pinot Grigio Bottega,9.08,13.99,750.0,12,108.96,0.0,0.0,0.0,0.0,13605.41,-108.96,-inf,0.0,0.0
7153,PINE STATE TRADING CO,23021,Jarhead Red,9.08,13.99,750.0,12,108.96,0.0,0.0,0.0,0.0,15884.82,-108.96,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,39219,Masi Masianco Pnt Grg/Verd,9.08,14.99,750.0,12,108.96,0.0,0.0,0.0,0.0,68054.7,-108.96,-inf,0.0,0.0
9552,M S WALKER INC,6426,Schmitt Sohne Liebfraumilch,9.08,15.99,1500.0,12,108.96,2.0,27.98,0.45,13.99,55551.82,-80.97999999999999,-289.4210150107219,0.16666666666666666,0.25679148311306904
9815,WINE GROUP INC,24003,Corbett Canyon Cab Svgn,4.54,7.99,1500.0,24,108.96,3.0,24.97,0.67,16.98,27100.41,-83.99,-336.3636363636364,0.125,0.22916666666666666
660,SAZERAC NORTH AMERICA INC.,106,Mr Boston Peach Schnapps,3.4,4.49,1000.0,32,108.8,46.0,206.54000000000002,48.300000000000004,94.29,17932.33,97.74000000000002,47.32255253219716,1.4375,1.8983455882352944
3664,WILLIAM GRANT & SONS INC,555,Art In The Age Sage,21.73,29.99,750.0,5,108.65,2.0,59.98,1.58,59.98,30234.420000000002,-48.67000000000001,-81.14371457152386,0.4,0.5520478601012425
4425,MARTIGNETTI COMPANIES,24285,Dom Clavel Languedoc,9.03,13.99,750.0,12,108.36,0.0,0.0,0.0,0.0,144929.24,-108.36,-inf,0.0,0.0
17035,PERNOD RICARD USA,8943,Malibu Rum Sparkler RTD,7.74,13.99,750.0,14,108.36,7.0,69.93,5.51,9.99,123780.22,-38.42999999999999,-54.954954954954935,0.5,0.6453488372093024
4425,MARTIGNETTI COMPANIES,43043,Yellow Tail Rsl,4.51,6.99,750.0,24,108.24,6.0,47.94,0.66,31.96,144929.24,-60.3,-125.78222778473092,0.25,0.4429046563192905
9552,M S WALKER INC,13709,Jam Jar Sweet Shiraz,6.75,9.99,750.0,16,108.0,1.0,9.99,0.11,9.99,55551.82,-98.01,-981.081081081081,0.0625,0.0925
9165,ULTRA BEVERAGE COMPANY LLP,4040,Clement Select Barrel Rhum,17.98,24.99,750.0,6,107.88,2.0,53.98,1.58,53.98,68054.7,-53.9,-99.85179696183772,0.3333333333333333,0.50037078235076
90047,CRUSH WINES,19037,Gunsight Rock Cab Svgn,9.8,14.99,750.0,11,107.8,4.0,59.96,0.45,29.98,1457.73,-47.839999999999996,-79.78652434956636,0.36363636363636365,0.5562152133580706
1189,BULLY BOY DISTILLERS,3342,Bully Boy Old Fashioned RTD,21.53,27.99,750.0,5,107.65,0.0,0.0,0.0,0.0,609.39,-107.65,-inf,0.0,0.0
516,BANFI PRODUCTS CORP,24673,Bolla Pinot Grigio,8.96,12.99,1500.0,12,107.52,3.0,47.97,0.68,15.99,8510.41,-59.55,-124.1400875547217,0.25,0.4461495535714286
480,BACARDI USA INC,40114,M & R Prosecco Frizzante,6.66,13.99,750.0,16,106.56,7.0,76.93,0.78,32.97,89286.27,-29.629999999999995,-38.51553360197582,0.4375,0.7219406906906908
90024,VINILANDIA USA,22016,Foss Marai Prosecco,4.44,6.79,187.0,24,106.56,0.0,0.0,0.0,0.0,2802.64,-106.56,-inf,0.0,0.0
10754,PERFECTA WINES,11080,G Vigouroux Pigmentum Malbec,6.62,9.99,750.0,16,105.92,53.0,476.46999999999997,5.9399999999999995,107.88,28720.52,370.54999999999995,77.76984909857913,3.3125,4.49839501510574
9165,ULTRA BEVERAGE COMPANY LLP,3628,Montanya Platino Rum,17.59,21.99,750.0,6,105.54,0.0,0.0,0.0,0.0,68054.7,-105.54,-inf,0.0,0.0
6213,MHW LTD,860,Bols Orange Curacao,8.79,10.99,1000.0,12,105.48,0.0,0.0,0.0,0.0,9621.58,-105.48,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,254,DeKuyper Root Beer Schnapps,8.79,10.99,1000.0,12,105.48,10.0,109.9,10.5,87.92,123880.97,4.420000000000002,4.02183803457689,0.8333333333333334,1.0419036784224498
9165,ULTRA BEVERAGE COMPANY LLP,26491,Ch Paradis Rose Cotes D Prov,8.78,12.99,750.0,12,105.36,0.0,0.0,0.0,0.0,68054.7,-105.36,-inf,0.0,0.0
9552,M S WALKER INC,13124,Shaya Verdejo Old Vines Whit,8.78,14.99,750.0,12,105.36,0.0,0.0,0.0,0.0,55551.82,-105.36,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,31195,Northstar Merlot Columbia,17.53,26.99,750.0,6,105.18,0.0,0.0,0.0,0.0,15919.7,-105.18,-inf,0.0,0.0
9744,FREDERICK WILDMAN & SONS,26889,Jaboulet Crozes Hermitage L,11.68,17.99,750.0,9,105.12,0.0,0.0,0.0,0.0,3999.93,-105.12,-inf,0.0,0.0
8892,TRINCHERO FAMILY ESTATES,33214,Sycamore Lane Merlot Cal,5.82,8.49,1500.0,18,104.76,13.0,110.37,2.92,42.45,11595.97,5.609999999999999,5.08290296276162,0.7222222222222222,1.0535509736540665
9552,M S WALKER INC,25827,Angeline Cab Svgn California,8.72,12.99,750.0,12,104.64,0.0,0.0,0.0,0.0,55551.82,-104.64,-inf,0.0,0.0
90053,INCREDIBREW INC,24153,Grape Time Wh Cranbery Pnt G,8.72,12.99,750.0,12,104.64,0.0,0.0,0.0,0.0,124.44,-104.64,-inf,0.0,0.0
8352,LUXCO INC,269,Juarez Triple Sec,3.17,3.99,1000.0,33,104.61,52.0,207.48000000000002,54.6,71.82000000000001,10261.6,102.87000000000002,49.58068247541932,1.5757575757575757,1.983366790937769
7153,PINE STATE TRADING CO,25832,Dry Creek Fume Bl Sonoma,6.53,11.99,750.0,16,104.48,4.0,43.96,0.44,32.97,15884.82,-60.52,-137.67060964513195,0.25,0.420750382848392
17035,PERNOD RICARD USA,29461,Sandeman Character Sherry,5.8,12.99,750.0,18,104.39999999999999,12.0,131.88,1.33,76.93,123780.22,27.480000000000004,20.837124658780716,0.6666666666666666,1.2632183908045977
4425,MARTIGNETTI COMPANIES,21442,Chapoutier Cotes du Rhone R,8.66,12.99,750.0,12,103.92,0.0,0.0,0.0,0.0,144929.24,-103.92,-inf,0.0,0.0
4692,KOBRAND CORPORATION,12271,Caposaldo Prosecco Brut,8.66,14.99,750.0,12,103.92,0.0,0.0,0.0,0.0,9139.38,-103.92,-inf,0.0,0.0
7153,PINE STATE TRADING CO,39689,Hahn Meritage Central Coast,8.66,12.99,750.0,12,103.92,1.0,16.49,0.11,16.49,15884.82,-87.43,-530.2001212856277,0.08333333333333333,0.15867975365665896
9552,M S WALKER INC,37217,Castano Solanera Yecla Mona,8.66,12.99,750.0,12,103.92,0.0,0.0,0.0,0.0,55551.82,-103.92,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,3325,Pinnacle Caramel Apple Vodka,7.4,10.99,750.0,14,103.6,11.0,120.89,8.690000000000001,120.89,123880.97,17.290000000000006,14.302258251302844,0.7857142857142857,1.166891891891892
3252,E & J GALLO WINERY,7433,New Amsterdam Orange,8.63,11.99,1000.0,12,103.56,0.0,0.0,0.0,0.0,61966.91,-103.56,-inf,0.0,0.0
6785,PALM BAY INTERNATIONAL INC,26827,Cavit Merlot Trentino,6.89,9.99,1500.0,15,103.35000000000001,16.0,187.84,3.59,93.92,13605.41,84.49,44.97977001703577,1.0666666666666667,1.817513304305757
653,STATE WINE & SPIRITS,41418,Tentaka Kuni Hawk Heavens J,8.6,12.99,300.0,12,103.2,0.0,0.0,0.0,0.0,8014.9800000000005,-103.2,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,41222,C Krug Svgn Bl Napa,10.32,19.99,750.0,10,103.2,0.0,0.0,0.0,0.0,19016.59,-103.2,-inf,0.0,0.0
7153,PINE STATE TRADING CO,16538,Catalpa Malbec,8.6,14.99,750.0,12,103.2,0.0,0.0,0.0,0.0,15884.82,-103.2,-inf,0.0,0.0
90024,VINILANDIA USA,25147,Zinzilla Zinfandel,8.6,12.99,750.0,12,103.2,0.0,0.0,0.0,0.0,2802.64,-103.2,-inf,0.0,0.0
90024,VINILANDIA USA,44828,Nicolis Valpo Clsc,8.6,14.99,750.0,12,103.2,7.0,97.93,0.77,55.96,2802.64,-5.269999999999996,-5.3813948738895085,0.5833333333333334,0.9489341085271318
4848,LAIRD & CO,6136,Casoni Limoncello di Sorento,17.16,22.99,750.0,6,102.96,0.0,0.0,0.0,0.0,1043.69,-102.96,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,18613,Juve Y Camp Rose Brut Pnt Nr,9.33,13.99,750.0,11,102.63,0.0,0.0,0.0,0.0,19016.59,-102.63,-inf,0.0,0.0
9815,WINE GROUP INC,10647,Fish Eye Cab Svgn,11.4,16.99,3000.0,9,102.60000000000001,0.0,0.0,0.0,0.0,27100.41,-102.60000000000001,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,29616,Kermit Lynch Cotes du Rhone,8.55,13.99,750.0,12,102.6,5.0,69.95,0.55,41.97,144929.24,-32.64999999999999,-46.676197283774115,0.4166666666666667,0.6817738791423003
9165,ULTRA BEVERAGE COMPANY LLP,24119,Cecchi La Mora Vermentino,8.55,15.99,750.0,12,102.6,0.0,0.0,0.0,0.0,68054.7,-102.6,-inf,0.0,0.0
9552,M S WALKER INC,19120,Bodegas Borsao Berola,8.55,14.99,750.0,12,102.6,0.0,0.0,0.0,0.0,55551.82,-102.6,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,39983,Little Penguin Shiraz Ausl,7.89,14.99,1500.0,13,102.57000000000001,4.0,47.96,0.88,47.96,144929.24,-54.61000000000001,-113.86572143452878,0.3076923076923077,0.46758311397094665
4425,MARTIGNETTI COMPANIES,7872,Piper Heidsieck Brut,25.5,37.99,750.0,4,102.0,2.0,89.98,0.22,89.98,144929.24,-12.019999999999996,-13.358524116470322,0.5,0.8821568627450981
90047,CRUSH WINES,13454,Eden Heirloom Blnd Ice Cider,17.0,26.99,375.0,6,102.0,2.0,49.98,0.12,49.98,1457.73,-52.02,-104.08163265306123,0.3333333333333333,0.49
653,STATE WINE & SPIRITS,41416,Rihaku Nigori Dreamy Clouds,8.49,14.99,300.0,12,101.88,3.0,38.97,0.12,38.97,8014.9800000000005,-62.91,-161.43187066974596,0.25,0.3825088339222615
4425,MARTIGNETTI COMPANIES,23663,Higher Ground Pinot Noir,8.49,12.99,750.0,12,101.88,0.0,0.0,0.0,0.0,144929.24,-101.88,-inf,0.0,0.0
10754,PERFECTA WINES,14657,The Shepherd Svgn Bl,8.49,12.99,750.0,12,101.88,2.0,29.98,0.22,14.99,28720.52,-71.89999999999999,-239.82655103402263,0.16666666666666666,0.2942677659992148
90011,FORTUNE WINE BROKERS LLC,41558,Sydney Ann Pinot Grigio Ver,8.49,12.99,750.0,12,101.88,0.0,0.0,0.0,0.0,238.60999999999999,-101.88,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,8011,Pepe Lopez White,7.24,9.99,1000.0,14,101.36,0.0,0.0,0.0,0.0,68601.68,-101.36,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,19126,Delas Cotes du Rhone,8.44,12.99,750.0,12,101.28,2.0,27.98,0.22,27.98,19016.59,-73.3,-261.9728377412437,0.16666666666666666,0.27626382306477093
4425,MARTIGNETTI COMPANIES,11396,Buried Cane Cab Svgn,8.44,12.99,750.0,12,101.28,0.0,0.0,0.0,0.0,144929.24,-101.28,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,31558,J Lohr Los Osos Merlot,8.44,12.99,750.0,12,101.28,2.0,37.98,0.22,18.99,144929.24,-63.300000000000004,-166.66666666666669,0.16666666666666666,0.37499999999999994
7153,PINE STATE TRADING CO,24416,Hidlago Morenita Crm Sherry,8.44,12.99,750.0,12,101.28,3.0,38.97,0.33,38.97,15884.82,-62.31,-159.8922247882987,0.25,0.3847748815165877
10754,PERFECTA WINES,36000,Fanal Madeira Rainwater,8.44,15.99,750.0,12,101.28,0.0,0.0,0.0,0.0,28720.52,-101.28,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,12116,Lindemans Bin 85 Pnt Grigio,7.74,11.99,1500.0,13,100.62,5.0,59.95,1.11,47.96,144929.24,-40.67,-67.83986655546288,0.38461538461538464,0.595806002782747
4425,MARTIGNETTI COMPANIES,24631,Acumen Moutainside Red Napa,16.77,24.99,750.0,6,100.61999999999999,18.0,449.82,1.99,299.88,144929.24,349.2,77.63105242096839,3.0,4.470483005366726
516,BANFI PRODUCTS CORP,11854,Trivento Amado Sur Malbec,8.38,14.99,750.0,12,100.56,9.0,107.91,1.0,47.96,8510.41,7.349999999999994,6.81123158187378,0.75,1.073090692124105
4425,MARTIGNETTI COMPANIES,19340,Cannonball Svgn Bl,8.38,12.99,750.0,12,100.56,1.0,14.99,0.11,14.99,144929.24,-85.57000000000001,-570.8472314876585,0.08333333333333333,0.14906523468575975
4425,MARTIGNETTI COMPANIES,27797,Casa Lapostolle Merlot,8.38,12.99,750.0,12,100.56,0.0,0.0,0.0,0.0,144929.24,-100.56,-inf,0.0,0.0
9552,M S WALKER INC,29620,Schmitt Sohne Kabinett,8.38,12.99,750.0,12,100.56,0.0,0.0,0.0,0.0,55551.82,-100.56,-inf,0.0,0.0
9552,M S WALKER INC,35392,Tohu Chard Marlborough NZ,8.38,12.99,750.0,12,100.56,0.0,0.0,0.0,0.0,55551.82,-100.56,-inf,0.0,0.0
9819,TREASURY WINE ESTATES,15619,Beringer Classic Red Moscato,3.35,5.99,750.0,30,100.5,8.0,55.92,0.88,48.93,14836.57,-44.58,-79.72103004291846,0.26666666666666666,0.5564179104477612
9165,ULTRA BEVERAGE COMPANY LLP,45240,Nino Franco Prosecco Rustic,9.99,14.99,750.0,10,99.9,0.0,0.0,0.0,0.0,68054.7,-99.9,-inf,0.0,0.0
6785,PALM BAY INTERNATIONAL INC,17990,Porta Vita Rosso,8.27,11.99,1500.0,12,99.24,0.0,0.0,0.0,0.0,13605.41,-99.24,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,17378,Terrazas Torrontes Rsv 10,8.27,11.99,750.0,12,99.24,1.0,11.99,0.11,11.99,48347.26,-87.25,-727.6897414512093,0.08333333333333333,0.12081821846029828
8673,STE MICHELLE WINE ESTATES,16816,H3 Horse Heaven Hills Merlot,8.27,11.99,750.0,12,99.24,0.0,0.0,0.0,0.0,15919.7,-99.24,-inf,0.0,0.0
9552,M S WALKER INC,4389,Amaro Montenegro Liqueur,16.54,23.99,750.0,6,99.24,4.0,107.96,3.15,53.98,55551.82,8.719999999999999,8.077065579844387,0.6666666666666666,1.0878677952438534
9552,M S WALKER INC,23420,Dom D'Andezon CdRhone Red,8.27,12.99,750.0,12,99.24,2.0,29.98,0.22,29.98,55551.82,-69.25999999999999,-231.02068045363572,0.16666666666666666,0.3020959290608626
9552,M S WALKER INC,38953,Aldial Naia Rueda White,8.27,11.99,750.0,12,99.24,0.0,0.0,0.0,0.0,55551.82,-99.24,-inf,0.0,0.0
90024,VINILANDIA USA,23968,Santa Julia Malbec,8.27,11.99,750.0,12,99.24,0.0,0.0,0.0,0.0,2802.64,-99.24,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,564,DeKuyper Blue Curacao,6.61,8.99,1000.0,15,99.14999999999999,18.0,161.82,18.900000000000002,107.88,123880.97,62.67,38.728216536892845,1.2,1.6320726172465962
6213,MHW LTD,8401,Bols Blue Curacao,8.26,10.99,1000.0,12,99.12,9.0,98.91,9.45,76.93,9621.58,-0.21000000000000796,-0.2123142250530866,0.75,0.9978813559322033
6785,PALM BAY INTERNATIONAL INC,6368,Santa Rita 120 Merlot,4.13,5.99,750.0,24,99.12,13.0,77.87,1.45,35.94,13605.41,-21.25,-27.289071529472196,0.5416666666666666,0.7856133979015335
4425,MARTIGNETTI COMPANIES,37984,Barone Fini Pnt Gr Valdadige,7.58,10.99,750.0,13,98.53999999999999,7.0,76.93,0.77,54.95,144929.24,-21.609999999999985,-28.0904718575328,0.5384615384615384,0.7806981936269537
9552,M S WALKER INC,10603,Parducci Petite Sirah,7.58,10.99,750.0,13,98.53999999999999,3.0,35.97,0.33,35.97,55551.82,-62.56999999999999,-173.95051431748678,0.23076923076923078,0.36502942967322916
1590,DIAGEO CHATEAU ESTATE WINES,25802,Dynamite Cab Svgn N Cst,8.21,11.99,750.0,12,98.52,7.0,97.92999999999999,0.79,27.98,7259.75,-0.5900000000000034,-0.6024711528642943,0.5833333333333334,0.9940113682501015
1590,DIAGEO CHATEAU ESTATE WINES,42642,The Monterey Vyds Pnt Nr,8.21,11.99,750.0,12,98.52,2.0,25.98,0.22,25.98,7259.75,-72.53999999999999,-279.21478060046184,0.16666666666666666,0.26370280146163216
6785,PALM BAY INTERNATIONAL INC,13766,Yealands Svgn Bl Marlborough,8.21,12.99,750.0,12,98.52,1.0,12.99,0.11,12.99,13605.41,-85.53,-658.4295612009238,0.08333333333333333,0.13185140073081608
3252,E & J GALLO WINERY,33960,Allegrini Valpolicella Clsc,9.8,14.99,750.0,10,98.0,7.0,104.93,0.79,14.99,61966.91,6.930000000000007,6.604402935290199,0.7,1.0707142857142857
516,BANFI PRODUCTS CORP,41827,Banfi Chianti Clsc Tuscany,8.16,12.99,750.0,12,97.92,0.0,0.0,0.0,0.0,8510.41,-97.92,-inf,0.0,0.0
1587,VINEYARD BRANDS INC,28497,Warre's Fine Selected Ruby P,8.16,11.99,750.0,12,97.92,4.0,51.96,0.44,51.96,6070.09,-45.96,-88.45265588914549,0.3333333333333333,0.5306372549019608
9552,M S WALKER INC,2914,Dad's Hat Rye Whiskey,32.6,48.99,750.0,3,97.8,0.0,0.0,0.0,0.0,55551.82,-97.8,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,4190,Boca Loca Cachaca,19.52,24.99,750.0,5,97.6,11.0,250.89,8.66,44.98,144929.24,153.29,61.09848937781498,2.2,2.570594262295082
480,BACARDI USA INC,4903,Bacardi Superior Rum,2.87,3.99,200.0,34,97.58,232.0,925.6800000000001,48.72,215.46,89286.27,828.1,89.45856019358742,6.823529411764706,9.486370157819225
9165,ULTRA BEVERAGE COMPANY LLP,19414,Rainstorm Pnt Gris,8.1,13.99,750.0,12,97.2,0.0,0.0,0.0,0.0,68054.7,-97.2,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,24497,Killibinbin Seduction Cab Sv,8.1,14.99,750.0,12,97.2,2.0,25.98,0.22,25.98,68054.7,-71.22,-274.13394919168593,0.16666666666666666,0.26728395061728394
9552,M S WALKER INC,12681,The Crusher Pnt Nr,8.1,11.99,750.0,12,97.2,0.0,0.0,0.0,0.0,55551.82,-97.2,-inf,0.0,0.0
516,BANFI PRODUCTS CORP,37926,Five Rivers Pnt Nr,8.05,13.99,750.0,12,96.6,4.0,47.96,0.44,35.97,8510.41,-48.63999999999999,-101.41784820683901,0.3333333333333333,0.49648033126294
8673,STE MICHELLE WINE ESTATES,28162,Villa Maria Chard NZ,8.05,11.99,750.0,12,96.6,14.0,181.86,1.55,90.93,15919.7,85.26000000000002,46.88221709006929,1.1666666666666667,1.8826086956521741
9552,M S WALKER INC,11926,The Crusher Cab Svgn,8.05,11.99,750.0,12,96.6,3.0,35.97,0.33,23.98,55551.82,-60.629999999999995,-168.55713094245203,0.25,0.372360248447205
6213,MHW LTD,833,Bols White Creme De Cacao,7.99,9.99,1000.0,12,95.88,4.0,39.96,4.2,39.96,9621.58,-55.919999999999995,-139.9399399399399,0.3333333333333333,0.4167709637046308
9165,ULTRA BEVERAGE COMPANY LLP,23379,Luiano Sangiovese,7.99,11.99,750.0,12,95.88,0.0,0.0,0.0,0.0,68054.7,-95.88,-inf,0.0,0.0
17032,JEWELL TOWNE VINEYARDS,18562,Jewell Towne Vyds So Hampton,7.99,11.99,750.0,12,95.88,2.0,28.98,0.22,28.98,283.61,-66.89999999999999,-230.84886128364386,0.16666666666666666,0.3022528160200251
9165,ULTRA BEVERAGE COMPANY LLP,19164,Tracia Malbec,3.99,6.49,750.0,24,95.76,0.0,0.0,0.0,0.0,68054.7,-95.76,-inf,0.0,0.0
6213,MHW LTD,838,Bols Cherry Flavored Brandy,7.96,10.99,1000.0,12,95.52,13.0,142.87,13.65,43.96,9621.58,47.35000000000001,33.14201721845034,1.0833333333333333,1.49570770519263
9815,WINE GROUP INC,24874,Benziger Merlot,7.94,14.99,750.0,12,95.28,0.0,0.0,0.0,0.0,27100.41,-95.28,-inf,0.0,0.0
10754,PERFECTA WINES,24771,Les Darons Lang J Carrel Rou,8.66,15.99,750.0,11,95.26,19.0,246.81,2.14,77.94,28720.52,151.55,61.40350877192983,1.7272727272727273,2.590909090909091
9552,M S WALKER INC,19663,Silver Palm 12 Chard No Cst,7.89,14.99,750.0,12,94.68,0.0,0.0,0.0,0.0,55551.82,-94.68,-inf,0.0,0.0
9552,M S WALKER INC,36510,Yalumba Y Series Shiraz Ausl,7.89,13.99,750.0,12,94.68,7.0,83.92999999999999,0.79,23.98,55551.82,-10.750000000000014,-12.808292624806406,0.5833333333333334,0.8864596535699196
9552,M S WALKER INC,37401,Excelsior S Afr Cab Svgn,5.26,8.99,750.0,18,94.67999999999999,30.0,269.7,3.37,44.95,55551.82,175.01999999999998,64.89432703003337,1.6666666666666667,2.848542458808619
1392,CONSTELLATION BRANDS INC,17814,Ruffino Chianti Clsc Rsv Gld,23.64,34.99,750.0,4,94.56,0.0,0.0,0.0,0.0,79528.99,-94.56,-inf,0.0,0.0
8004,SAZERAC CO INC,2664,Firefly Moonshine,10.5,16.99,750.0,9,94.5,0.0,0.0,0.0,0.0,50293.62,-94.5,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,21428,Verde Sole Petite Sirah,9.45,14.99,750.0,10,94.5,0.0,0.0,0.0,0.0,68054.7,-94.5,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3677,Shady Fruit Valencia Orange,8.59,11.99,750.0,11,94.49,14.0,153.85999999999999,11.03,54.95,257032.07,59.36999999999999,38.587027167554915,1.2727272727272727,1.628320457191237
9552,M S WALKER INC,635,Sobieski Raspberry Vodka,7.87,9.99,1000.0,12,94.44,0.0,0.0,0.0,0.0,55551.82,-94.44,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,8017,Pepe Lopez Premium Tequila,7.85,10.99,750.0,12,94.2,0.0,0.0,0.0,0.0,68601.68,-94.2,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,38406,Simi Landslide Cab Svgn Alex,15.68,23.99,750.0,6,94.08,0.0,0.0,0.0,0.0,79528.99,-94.08,-inf,0.0,0.0
10754,PERFECTA WINES,15650,Cuvee de Pena Rose,7.84,11.99,750.0,12,94.08,0.0,0.0,0.0,0.0,28720.52,-94.08,-inf,0.0,0.0
90024,VINILANDIA USA,14920,Broadbent Gruner Veltliner,7.84,12.99,1000.0,12,94.08,2.0,29.98,0.3,29.98,2802.64,-64.1,-213.80920613742492,0.16666666666666666,0.31866496598639454
9552,M S WALKER INC,16458,Gerard Bertrand Corbieres Ro,8.55,14.99,750.0,11,94.05,0.0,0.0,0.0,0.0,55551.82,-94.05,-inf,0.0,0.0
3924,HEAVEN HILL DISTILLERIES,6375,Christian Bros Dry Sherry,3.76,5.49,750.0,25,94.0,4.0,21.96,0.44,21.96,14069.87,-72.03999999999999,-328.05100182149357,0.16,0.23361702127659575
8673,STE MICHELLE WINE ESTATES,18971,Tenuta Guado Al Tasso Bructo,15.64,22.99,750.0,6,93.84,0.0,0.0,0.0,0.0,15919.7,-93.84,-inf,0.0,0.0
9552,M S WALKER INC,34763,Mas Donis Montsant Old Vines,7.79,11.99,750.0,12,93.48,0.0,0.0,0.0,0.0,55551.82,-93.48,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,25900,La Maldita Garnache Rioja,8.49,12.99,750.0,11,93.39,0.0,0.0,0.0,0.0,68054.7,-93.39,-inf,0.0,0.0
9552,M S WALKER INC,30656,Steele Pnt Nr,11.64,16.99,750.0,8,93.12,2.0,35.98,0.22,35.98,55551.82,-57.14000000000001,-158.810450250139,0.25,0.38638316151202745
9552,M S WALKER INC,15076,Cigar Box Cab Svgn Valle Cen,7.74,11.99,750.0,12,92.88,0.0,0.0,0.0,0.0,55551.82,-92.88,-inf,0.0,0.0
90024,VINILANDIA USA,46297,Intorcia Marsala Dry,7.74,11.99,1000.0,12,92.88,7.0,83.93,1.05,71.94,2802.64,-8.949999999999989,-10.663648278327162,0.5833333333333334,0.9036391042204996
12546,JIM BEAM BRANDS COMPANY,1273,Jim Beam Choice,23.19,31.99,1750.0,4,92.76,11.0,318.89,20.240000000000002,318.89,123880.97,226.13,70.91159961115117,2.75,3.4377964639931
